Date,Main Site Corrected Gas Meter
2020-10-25 00:00:00,630000
2020-10-26 00:00:00,602000
2020-10-27 00:00:00,644600
2020-10-28 00:00:00,617600
2020-10-29 00:00:00,609800
2020-10-30 00:00:00,577400
2020-10-31 00:00:00,579400
2020-11-01 00:00:00,571400
2020-11-02 00:00:00,585000
2020-11-03 00:00:00,640800
2020-11-04 00:00:00,642800
2020-11-05 00:00:00,621400
2020-11-06 00:00:00,629400
2020-11-07 00:00:00,612800
2020-11-08 00:00:00,587600
2020-11-09 00:00:00,599200
2020-11-10 00:00:00,582800
2020-11-11 00:00:00,612400
2020-11-12 00:00:00,495200
2020-11-13 00:00:00,586400
2020-11-14 00:00:00,558800
2020-11-15 00:00:00,559000
2020-11-16 00:00:00,598400
2020-11-17 00:00:00,584600
2020-11-18 00:00:00,607200
2020-11-19 00:00:00,661400
2020-11-20 00:00:00,637200
2020-11-21 00:00:00,557000
2020-11-22 00:00:00,578000
2020-11-23 00:00:00,629400
2020-11-24 00:00:00,597600
2020-11-25 00:00:00,589000
2020-11-26 00:00:00,646200
2020-11-27 00:00:00,656800
2020-11-28 00:00:00,642600
2020-11-29 00:00:00,589400
2020-11-30 00:00:00,642000
2020-12-01 00:00:00,665400
2020-12-02 00:00:00,673200
2020-12-03 00:00:00,701200
2020-12-04 00:00:00,662800
2020-12-05 00:00:00,629800
2020-12-06 00:00:00,624000
2020-12-07 00:00:00,646800
2020-12-08 00:00:00,662800
2020-12-09 00:00:00,664000
2020-12-10 00:00:00,632400
2020-12-11 00:00:00,631200
2020-12-12 00:00:00,586400
2020-12-13 00:00:00,607600
2020-12-14 00:00:00,618200
2020-12-15 00:00:00,637000
2020-12-16 00:00:00,642000
2020-12-17 00:00:00,623600
2020-12-18 00:00:00,564400
2020-12-19 00:00:00,563200
2020-12-20 00:00:00,572400
2020-12-21 00:00:00,622600
2020-12-22 00:00:00,647400
2020-12-23 00:00:00,645400
2020-12-24 00:00:00,647400
2020-12-25 00:00:00,621000
2020-12-26 00:00:00,582200
2020-12-27 00:00:00,594400
2020-12-28 00:00:00,611200
2020-12-29 00:00:00,612400
2020-12-30 00:00:00,609600
2020-12-31 00:00:00,631200
2021-01-01 00:00:00,614000
2021-01-02 00:00:00,628400
2021-01-03 00:00:00,626000
2021-01-04 00:00:00,694400
2021-01-05 00:00:00,699200
2021-01-06 00:00:00,701200
2021-01-07 00:00:00,634000
2021-01-08 00:00:00,642000
2021-01-09 00:00:00,677000
2021-01-10 00:00:00,626600
2021-01-11 00:00:00,654400
2021-01-12 00:00:00,703400
2021-01-13 00:00:00,715800
2021-01-14 00:00:00,716800
2021-01-15 00:00:00,722600
2021-01-16 00:00:00,623400
2021-01-17 00:00:00,613400
2021-01-18 00:00:00,653200
2021-01-19 00:00:00,637800
2021-01-20 00:00:00,621200
2021-01-21 00:00:00,672400
2021-01-22 00:00:00,677000
2021-01-23 00:00:00,637200
2021-01-24 00:00:00,665600
2021-01-25 00:00:00,694200
2021-01-26 00:00:00,487400
2021-01-27 00:00:00,381800
2021-01-28 00:00:00,699800
2021-01-29 00:00:00,642200
2021-01-30 00:00:00,640400
2021-01-31 00:00:00,668600
2021-02-01 00:00:00,648400
2021-02-02 00:00:00,720600
2021-02-03 00:00:00,709800
2021-02-04 00:00:00,689800
2021-02-05 00:00:00,623600
2021-02-06 00:00:00,636200
2021-02-07 00:00:00,683000
2021-02-08 00:00:00,750800
2021-02-09 00:00:00,739200
2021-02-10 00:00:00,713000
2021-02-11 00:00:00,736000
2021-02-12 00:00:00,775200
2021-02-13 00:00:00,708800
2021-02-14 00:00:00,670800
2021-02-15 00:00:00,625000
2021-02-16 00:00:00,602000
2021-02-17 00:00:00,626800
2021-02-18 00:00:00,660600
2021-02-19 00:00:00,638000
2021-02-20 00:00:00,571600
2021-02-21 00:00:00,594800
2021-02-22 00:00:00,645600
2021-02-23 00:00:00,616000
2021-02-24 00:00:00,615400
2021-02-25 00:00:00,634600
2021-02-26 00:00:00,613200
2021-02-27 00:00:00,596000
2021-02-28 00:00:00,604600
2021-03-01 00:00:00,671000
2021-03-02 00:00:00,710800
2021-03-03 00:00:00,716400
2021-03-04 00:00:00,687600
2021-03-05 00:00:00,678000
2021-03-06 00:00:00,628400
2021-03-07 00:00:00,622400
2021-03-08 00:00:00,646000
2021-03-09 00:00:00,634400
2021-03-10 00:00:00,643600
2021-03-11 00:00:00,664000
2021-03-12 00:00:00,673600
2021-03-13 00:00:00,632400
2021-03-14 00:00:00,631200
2021-03-15 00:00:00,649600
2021-03-16 00:00:00,623800
2021-03-17 00:00:00,641000
2021-03-18 00:00:00,628400
2021-03-19 00:00:00,618400
2021-03-20 00:00:00,580400
2021-03-21 00:00:00,596400
2021-03-22 00:00:00,626000
2021-03-23 00:00:00,666400
2021-03-24 00:00:00,644400
2021-03-25 00:00:00,607400
2021-03-26 00:00:00,386400
2021-03-29 00:00:00,394800
2021-03-30 00:00:00,659600
2021-03-31 00:00:00,711000
2021-04-01 00:00:00,738800
2021-04-02 00:00:00,455400
2021-04-03 00:00:00,413400
2021-04-04 00:00:00,488200
2021-04-05 00:00:00,650000
2021-04-06 00:00:00,722400
2021-04-07 00:00:00,691600
2021-04-08 00:00:00,633200
2021-04-09 00:00:00,634400
2021-04-10 00:00:00,640800
2021-04-11 00:00:00,644600
2021-04-12 00:00:00,684600
2021-04-13 00:00:00,680800
2021-04-14 00:00:00,663600
2021-04-15 00:00:00,678800
2021-04-16 00:00:00,651800
2021-04-17 00:00:00,606200
2021-04-18 00:00:00,602800
2021-04-19 00:00:00,630400
2021-04-20 00:00:00,594200
2021-04-21 00:00:00,640800
2021-04-22 00:00:00,632600
2021-04-23 00:00:00,619800
2021-04-24 00:00:00,596200
2021-04-25 00:00:00,588400
2021-04-26 00:00:00,645200
2021-04-27 00:00:00,661600
2021-04-28 00:00:00,655400
2021-04-29 00:00:00,673600
2021-04-30 00:00:00,657200
2021-05-01 00:00:00,613600
2021-05-02 00:00:00,611600
2021-05-03 00:00:00,616200
2021-05-04 00:00:00,677400
2021-05-05 00:00:00,680600
2021-05-06 00:00:00,675800
2021-05-07 00:00:00,620000
2021-05-08 00:00:00,602400
2021-05-09 00:00:00,560400
2021-05-10 00:00:00,571400
2021-05-11 00:00:00,626600
2021-05-12 00:00:00,596600
2021-05-13 00:00:00,627600
2021-05-14 00:00:00,628000
2021-05-15 00:00:00,586000
2021-05-16 00:00:00,590000
2021-05-17 00:00:00,625000
2021-05-18 00:00:00,629800
2021-05-19 00:00:00,590000
2021-05-20 00:00:00,629600
2021-05-21 00:00:00,608000
2021-05-22 00:00:00,601200
2021-05-23 00:00:00,603200
2021-05-24 00:00:00,633000
2021-05-25 00:00:00,654600
2021-05-26 00:00:00,667000
2021-05-27 00:00:00,628800
2021-05-28 00:00:00,615200
2021-05-29 00:00:00,583600
2021-05-30 00:00:00,597200
2021-05-31 00:00:00,596200
2021-06-01 00:00:00,599800
2021-06-02 00:00:00,514600
2021-06-03 00:00:00,462600
2021-06-04 00:00:00,494200
2021-06-05 00:00:00,584400
2021-06-06 00:00:00,567200
2021-06-07 00:00:00,604200
2021-06-08 00:00:00,595800
2021-06-09 00:00:00,606400
2021-06-10 00:00:00,618800
2021-06-11 00:00:00,607400
2021-06-12 00:00:00,580400
2021-06-13 00:00:00,570600
2021-06-14 00:00:00,613400
2021-06-15 00:00:00,613000
2021-06-16 00:00:00,617000
2021-06-17 00:00:00,620400
2021-06-18 00:00:00,603000
2021-06-19 00:00:00,563200
2021-06-20 00:00:00,549200
2021-06-21 00:00:00,629800
2021-06-22 00:00:00,622000
2021-06-23 00:00:00,622000
2021-06-24 00:00:00,630200
2021-06-25 00:00:00,619800
2021-06-26 00:00:00,590200
2021-06-27 00:00:00,586600
2021-06-28 00:00:00,621200
2021-06-29 00:00:00,605400
2021-06-30 00:00:00,623400
2021-07-01 00:00:00,610600
2021-07-02 00:00:00,439000
2021-07-03 00:00:00,287200
2021-07-04 00:00:00,279200
2021-07-05 00:00:00,306000
2021-07-06 00:00:00,302600
2021-07-07 00:00:00,304200
2021-07-08 00:00:00,288600
2021-07-09 00:00:00,281600
2021-07-10 00:00:00,271200
2021-07-11 00:00:00,274000
2021-07-12 00:00:00,297200
2021-07-13 00:00:00,298000
2021-07-14 00:00:00,309400
2021-07-15 00:00:00,412800
2021-07-16 00:00:00,528200
2021-07-17 00:00:00,587600
2021-07-18 00:00:00,563000
2021-07-19 00:00:00,673400
2021-07-20 00:00:00,619600
2021-07-21 00:00:00,574000
2021-07-22 00:00:00,723000
2021-07-23 00:00:00,654000
2021-07-24 00:00:00,579000
2021-07-25 00:00:00,646400
2021-07-26 00:00:00,691800
2021-07-27 00:00:00,603200
2021-07-28 00:00:00,648200
2021-07-29 00:00:00,715200
2021-07-30 00:00:00,715000
2021-07-31 00:00:00,691600
2021-08-01 00:00:00,698800
2021-08-02 00:00:00,722200
2021-08-03 00:00:00,718200
2021-08-04 00:00:00,719400
2021-08-05 00:00:00,731200
2021-08-06 00:00:00,714800
2021-08-07 00:00:00,705600
2021-08-08 00:00:00,700800
2021-08-09 00:00:00,722800
2021-08-10 00:00:00,695600
2021-08-11 00:00:00,646000
2021-08-12 00:00:00,601200
2021-08-13 00:00:00,560400
2021-08-14 00:00:00,576000
2021-08-15 00:00:00,581600
2021-08-16 00:00:00,607400
2021-08-17 00:00:00,565600
2021-08-18 00:00:00,613000
2021-08-19 00:00:00,609600
2021-08-20 00:00:00,710000
2021-08-21 00:00:00,705200
2021-08-22 00:00:00,705600
2021-08-23 00:00:00,687600
2021-08-24 00:00:00,709800
2021-08-25 00:00:00,629800
2021-08-26 00:00:00,557600
2021-08-27 00:00:00,600600
2021-08-28 00:00:00,605000
2021-08-29 00:00:00,617000
2021-08-30 00:00:00,623200
2021-08-31 00:00:00,622000
2021-09-01 00:00:00,609800
2021-09-02 00:00:00,615000
2021-09-03 00:00:00,725000
2021-09-04 00:00:00,712200
2021-09-05 00:00:00,710600
2021-09-06 00:00:00,739200
2021-09-07 00:00:00,627800
2021-09-08 00:00:00,556400
2021-09-09 00:00:00,656600
2021-09-10 00:00:00,478400
2021-09-11 00:00:00,139600
2021-09-12 00:00:00,617431.7965
2021-09-13 00:00:00,617431.7965
2021-09-14 00:00:00,617431.7965
2021-09-16 00:00:00,617431.7965
2021-09-20 00:00:00,617431.7965
2021-09-21 00:00:00,617431.7965
2021-09-22 00:00:00,617431.7965
2021-09-23 00:00:00,617431.7965
2021-09-24 00:00:00,617431.7965
2021-09-25 00:00:00,617431.7965
2021-09-26 00:00:00,617431.7965
2021-09-27 00:00:00,617431.7965
2021-09-28 00:00:00,617431.7965
2021-09-29 00:00:00,617431.7965
2021-09-30 00:00:00,617431.7965
2021-10-01 00:00:00,617431.7965
2021-10-02 00:00:00,617431.7965
2021-10-03 00:00:00,617431.7965
2021-10-04 00:00:00,617431.7965
2021-10-05 00:00:00,617431.7965
2021-10-06 00:00:00,617431.7965
2021-10-07 00:00:00,617431.7965
2021-10-08 00:00:00,617431.7965
2021-10-09 00:00:00,617431.7965
2021-10-10 00:00:00,617431.7965
2021-10-11 00:00:00,617431.7965
2021-10-12 00:00:00,617431.7965
2021-10-13 00:00:00,617431.7965
2021-10-14 00:00:00,617431.7965
2021-10-15 00:00:00,617431.7965
2021-10-16 00:00:00,617431.7965
2021-10-17 00:00:00,617431.7965
2021-10-18 00:00:00,617431.7965
2021-10-19 00:00:00,617431.7965
2021-10-20 00:00:00,617431.7965
2021-10-21 00:00:00,617431.7965
2021-10-22 00:00:00,617431.7965
2021-10-28 00:00:00,617431.7965
2021-10-29 00:00:00,617431.7965
2021-10-30 00:00:00,617431.7965
2021-10-31 00:00:00,617431.7965
2021-11-01 00:00:00,617431.7965
2021-11-02 00:00:00,617431.7965
2021-11-03 00:00:00,617431.7965
2021-11-04 00:00:00,617431.7965
2021-11-05 00:00:00,617431.7965
2021-11-06 00:00:00,617431.7965
2021-11-07 00:00:00,617431.7965
2021-11-08 00:00:00,617431.7965
2021-11-09 00:00:00,617431.7965
2021-11-10 00:00:00,617431.7965
2021-11-11 00:00:00,617431.7965
2021-11-12 00:00:00,617431.7965
2021-11-13 00:00:00,617431.7965
2021-11-14 00:00:00,617431.7965
2021-11-15 00:00:00,617431.7965
2021-11-16 00:00:00,617431.7965
2021-11-17 00:00:00,617431.7965
2021-11-18 00:00:00,617431.7965
2021-11-19 00:00:00,617431.7965
2021-11-20 00:00:00,617431.7965
2021-11-21 00:00:00,617431.7965
2021-11-22 00:00:00,617431.7965
2021-11-23 00:00:00,617431.7965
2021-11-24 00:00:00,617431.7965
2021-11-25 00:00:00,617431.7965
2021-11-26 00:00:00,617431.7965
2021-11-27 00:00:00,617431.7965
2021-11-28 00:00:00,617431.7965
2021-11-29 00:00:00,617431.7965
2021-11-30 00:00:00,617431.7965
2021-12-01 00:00:00,617431.7965
2021-12-02 00:00:00,617431.7965
2021-12-03 00:00:00,617431.7965
2021-12-04 00:00:00,617431.7965
2021-12-05 00:00:00,617431.7965
2021-12-06 00:00:00,617431.7965
2021-12-07 00:00:00,617431.7965
2021-12-08 00:00:00,617431.7965
2021-12-09 00:00:00,617431.7965
2021-12-10 00:00:00,617431.7965
2021-12-11 00:00:00,617431.7965
2021-12-12 00:00:00,617431.7965
2021-12-13 00:00:00,617431.7965
2021-12-14 00:00:00,617431.7965
2021-12-15 00:00:00,617431.7965
2021-12-16 00:00:00,617431.7965
2021-12-17 00:00:00,617431.7965
2021-12-18 00:00:00,617431.7965
2021-12-19 00:00:00,617431.7965
2021-12-20 00:00:00,617431.7965
2021-12-21 00:00:00,617431.7965
2021-12-22 00:00:00,617431.7965
2021-12-23 00:00:00,617431.7965
2021-12-24 00:00:00,617431.7965
2022-01-17 00:00:00,617431.7965
2022-01-18 00:00:00,617431.7965
2022-01-19 00:00:00,617431.7965
2022-01-20 00:00:00,617431.7965
2022-01-21 00:00:00,617431.7965
2022-01-22 00:00:00,617431.7965
2022-01-23 00:00:00,617431.7965
2022-01-24 00:00:00,617431.7965
2022-01-25 00:00:00,617431.7965
2022-02-01 00:00:00,617431.7965
2022-02-02 00:00:00,617431.7965
2022-02-03 00:00:00,617431.7965
2022-02-04 00:00:00,617431.7965
2022-02-05 00:00:00,617431.7965
2022-02-06 00:00:00,617431.7965
2022-02-07 00:00:00,617431.7965
2022-02-08 00:00:00,617431.7965
2022-02-09 00:00:00,617431.7965
2022-02-10 00:00:00,617431.7965
2022-02-11 00:00:00,617431.7965
2022-02-12 00:00:00,617431.7965
2022-02-13 00:00:00,617431.7965
2022-02-14 00:00:00,617431.7965
2022-02-15 00:00:00,617431.7965
2022-02-16 00:00:00,617431.7965
2022-02-17 00:00:00,617431.7965
2022-02-18 00:00:00,617431.7965
2022-02-19 00:00:00,617431.7965
2022-02-20 00:00:00,617431.7965
2022-02-21 00:00:00,617431.7965
2022-02-22 00:00:00,617431.7965
2022-02-23 00:00:00,617431.7965
2022-02-24 00:00:00,617431.7965
2022-02-25 00:00:00,617431.7965
2022-02-26 00:00:00,617431.7965
2022-02-27 00:00:00,617431.7965
2022-02-28 00:00:00,617431.7965
2022-03-01 00:00:00,617431.7965
2022-03-02 00:00:00,617431.7965
2022-03-03 00:00:00,617431.7965
2022-03-04 00:00:00,286200
2022-03-05 00:00:00,488200
2022-03-06 00:00:00,477800
2022-03-07 00:00:00,591400
2022-03-08 00:00:00,284000
2022-03-11 00:00:00,374400
2022-03-12 00:00:00,581000
2022-03-13 00:00:00,589600
2022-03-14 00:00:00,635400
2022-03-15 00:00:00,628800
2022-03-16 00:00:00,636800
2022-03-17 00:00:00,492600
2022-03-18 00:00:00,471200
2022-03-19 00:00:00,434200
2022-03-20 00:00:00,456400
2022-03-21 00:00:00,488800
2022-03-22 00:00:00,469200
2022-03-23 00:00:00,508000
2022-03-24 00:00:00,629600
2022-03-25 00:00:00,589000
2022-03-26 00:00:00,544400
2022-03-27 00:00:00,524800
2022-03-28 00:00:00,611000
2022-03-29 00:00:00,365800
2022-03-31 00:00:00,308600
2022-04-01 00:00:00,634200
2022-04-02 00:00:00,616200
2022-04-03 00:00:00,605200
2022-04-04 00:00:00,586400
2022-04-05 00:00:00,444200
2022-04-06 00:00:00,457400
2022-04-07 00:00:00,511200
2022-04-08 00:00:00,507600
2022-04-09 00:00:00,476800
2022-04-10 00:00:00,466800
2022-04-11 00:00:00,474200
2022-04-12 00:00:00,476000
2022-04-13 00:00:00,461400
2022-04-14 00:00:00,429800
2022-04-15 00:00:00,187600
2022-04-25 00:00:00,230800
2022-04-26 00:00:00,625400
2022-04-27 00:00:00,705000
2022-04-28 00:00:00,705400
2022-04-29 00:00:00,667600
2022-04-30 00:00:00,547600
2022-05-01 00:00:00,606400
2022-05-02 00:00:00,626200
2022-05-03 00:00:00,679400
2022-05-04 00:00:00,616600
2022-05-05 00:00:00,584800
2022-05-11 00:00:00,292200
2022-05-12 00:00:00,586600
2022-05-13 00:00:00,576400
2022-05-14 00:00:00,543600
2022-05-15 00:00:00,521400
2022-05-16 00:00:00,587800
2022-05-17 00:00:00,578800
2022-05-18 00:00:00,582000
2022-05-19 00:00:00,568000
2022-05-20 00:00:00,562000
2022-05-21 00:00:00,499400
2022-05-22 00:00:00,353400
2022-05-23 00:00:00,395600
2022-05-24 00:00:00,452600
2022-05-25 00:00:00,591200
2022-05-26 00:00:00,585800
2022-05-27 00:00:00,549800
2022-05-28 00:00:00,540200
2022-05-29 00:00:00,543400
2022-05-30 00:00:00,586400
2022-05-31 00:00:00,561200
2022-06-01 00:00:00,589600
2022-06-02 00:00:00,547200
2022-06-03 00:00:00,533800
2022-06-04 00:00:00,537200
2022-06-05 00:00:00,541400
2022-06-06 00:00:00,579200
2022-06-07 00:00:00,570000
2022-06-08 00:00:00,573200
2022-06-09 00:00:00,572000
2022-06-10 00:00:00,571600
2022-06-11 00:00:00,599600
2022-06-12 00:00:00,604400
2022-06-13 00:00:00,626400
2022-06-14 00:00:00,634400
2022-06-15 00:00:00,631000
2022-06-16 00:00:00,589000
2022-06-17 00:00:00,620800
2022-06-18 00:00:00,605200
2022-06-19 00:00:00,590000
2022-06-20 00:00:00,612400
2022-06-21 00:00:00,563200
2022-06-22 00:00:00,558200
2022-06-23 00:00:00,561000
2022-06-24 00:00:00,550600
2022-06-25 00:00:00,537000
2022-06-26 00:00:00,550400
2022-06-27 00:00:00,569400
2022-06-28 00:00:00,585200
2022-06-29 00:00:00,652000
2022-06-30 00:00:00,680000
2022-07-01 00:00:00,462000
2022-07-02 00:00:00,247200
2022-07-03 00:00:00,251800
2022-07-04 00:00:00,285800
2022-07-05 00:00:00,280200
2022-07-06 00:00:00,288000
2022-07-07 00:00:00,278000
2022-07-08 00:00:00,264600
2022-07-09 00:00:00,238200
2022-07-10 00:00:00,235600
2022-07-11 00:00:00,269600
2022-07-12 00:00:00,400800
2022-07-13 00:00:00,552000
2022-07-14 00:00:00,573800
2022-07-15 00:00:00,569800
2022-07-16 00:00:00,551200
2022-07-17 00:00:00,514400
2022-07-18 00:00:00,563200
2022-07-19 00:00:00,464200
2022-07-20 00:00:00,567600
2022-07-21 00:00:00,562600
2022-07-22 00:00:00,569200
2022-07-23 00:00:00,551600
2022-07-24 00:00:00,557200
2022-07-25 00:00:00,578800
2022-07-26 00:00:00,577600
2022-07-27 00:00:00,577400
2022-07-28 00:00:00,572200
2022-07-29 00:00:00,560800
2022-07-30 00:00:00,543800
2022-07-31 00:00:00,539400
2022-08-01 00:00:00,555200
2022-08-02 00:00:00,551600
2022-08-03 00:00:00,532400
2022-08-04 00:00:00,462000
2022-08-05 00:00:00,248000
2022-08-06 00:00:00,228200
2022-08-07 00:00:00,232600
2022-08-08 00:00:00,285400
2022-08-09 00:00:00,459000
2022-08-10 00:00:00,574000
2022-08-11 00:00:00,551000
2022-08-12 00:00:00,538600
2022-08-13 00:00:00,533600
2022-08-14 00:00:00,549800
2022-08-15 00:00:00,584200
2022-08-16 00:00:00,585400
2022-08-17 00:00:00,583800
2022-08-18 00:00:00,615000
2022-08-19 00:00:00,573000
2022-08-20 00:00:00,585400
2022-08-21 00:00:00,532600
2022-08-22 00:00:00,614600
2022-08-23 00:00:00,625800
2022-08-24 00:00:00,586000
2022-08-25 00:00:00,595200
2022-08-26 00:00:00,464000
2022-09-15 00:00:00,244800
2022-09-16 00:00:00,571000
2022-09-17 00:00:00,563800
2022-09-18 00:00:00,549600
2022-09-19 00:00:00,548400
2022-09-20 00:00:00,556400
2022-09-21 00:00:00,587600
2022-09-22 00:00:00,604800
2022-09-23 00:00:00,600400
2022-09-24 00:00:00,552000
2022-09-25 00:00:00,564800
2022-09-26 00:00:00,600400
2022-09-27 00:00:00,616600
2022-09-28 00:00:00,617600
2022-09-29 00:00:00,605200
2022-09-30 00:00:00,560000
2022-10-01 00:00:00,557800
2022-10-02 00:00:00,558800
2022-10-03 00:00:00,605400
2022-10-04 00:00:00,583600
2022-10-05 00:00:00,565200
2022-10-06 00:00:00,594000
2022-10-07 00:00:00,577600
2022-10-08 00:00:00,560400
2022-10-09 00:00:00,561200
2022-10-10 00:00:00,592200
2022-10-11 00:00:00,397000
2022-11-01 00:00:00,253200
2022-11-02 00:00:00,613800
2022-11-03 00:00:00,616200
2022-11-04 00:00:00,595600
2022-11-05 00:00:00,549800
2022-11-06 00:00:00,554800
2022-11-07 00:00:00,586800
2022-11-08 00:00:00,584200
2022-11-09 00:00:00,601200
2022-11-10 00:00:00,595600
2022-11-11 00:00:00,570400
2022-11-12 00:00:00,564800
2022-11-13 00:00:00,563800
2022-11-14 00:00:00,577400
2022-11-15 00:00:00,599800
2022-11-16 00:00:00,610800
2022-11-17 00:00:00,591800
2022-11-18 00:00:00,578400
2022-11-19 00:00:00,575000
2022-11-20 00:00:00,582000
2022-11-21 00:00:00,639600
2022-11-22 00:00:00,616400
2022-11-23 00:00:00,631800
2022-11-24 00:00:00,619000
2022-11-25 00:00:00,593000
2022-11-26 00:00:00,552400
2022-11-27 00:00:00,563400
2022-11-28 00:00:00,636400
2022-11-29 00:00:00,652000
2022-11-30 00:00:00,661600
2022-12-01 00:00:00,644800
2022-12-02 00:00:00,601200
2022-12-03 00:00:00,562200
2022-12-04 00:00:00,591600
2022-12-05 00:00:00,628800
2022-12-06 00:00:00,637200
2022-12-07 00:00:00,670000
2022-12-08 00:00:00,644600
2022-12-09 00:00:00,658800
2022-12-10 00:00:00,622000
2022-12-11 00:00:00,630000
2022-12-12 00:00:00,676800
2022-12-13 00:00:00,688600
2022-12-14 00:00:00,663800
2022-12-15 00:00:00,685600
2022-12-16 00:00:00,630800
2022-12-17 00:00:00,596400
2022-12-18 00:00:00,620800
2022-12-19 00:00:00,600000
2022-12-20 00:00:00,626600
2022-12-21 00:00:00,612800
2022-12-22 00:00:00,582400
2022-12-23 00:00:00,580400
2022-12-24 00:00:00,548000
2022-12-25 00:00:00,566800
2022-12-26 00:00:00,614200
2022-12-27 00:00:00,593000
2022-12-28 00:00:00,567400
2022-12-29 00:00:00,583400
2022-12-30 00:00:00,518800
